Present_Tmax,Present_Tmin,LDAPS_RHmin,LDAPS_RHmax,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,LDAPS_WS,LDAPS_LH,LDAPS_CC1,LDAPS_CC2,LDAPS_CC3,LDAPS_CC4,LDAPS_PPT1,LDAPS_PPT2,LDAPS_PPT3,LDAPS_PPT4,lat,lon,DEM,Slope,Solar radiation
33.7,27.6,39.2705307,80.71637726,34.27154123,27.38921397,7.392902642,66.89263956,0.274604861,0.317025941,0.237982295,0.097618608,0,0,0,0,37.5237,126.909,17.2956,0.2223,5357.460938
34.3,27.2,38.0974884,80.49288177,34.64866149,27.06688845,7.743877192,11.17173131,0.324327527,0.304597947,0.243296973,0.103354924,0,0,0,0,37.5237,126.97,19.5844,0.2713,5365.884766
30.6,24.5,50.50143433,85.78284454,31.88095074,23.61911044,7.328032196,126.1167825,0.046122793,0.319471503,0.187068632,0.078976874,0,0,0,0,37.6046,126.991,212.335,2.785,5492.255371
33.3,26,41.5612793,82.91693878,34.20897855,24.82873562,5.13792031,73.08749747,0.045876558,0.332512337,0.194721799,0.119571644,0,0,0,0,37.6046,127.032,44.7624,0.5141,5354.40332
31.9,26.7,36.47146225,78.90094757,35.47805263,25.38913023,5.534777095,16.48412514,0.043999869,0.326776109,0.212644918,0.141884342,0,0,0,0,37.5776,127.058,33.3068,0.2661,5348.927246
33.7,27.3,55.38368225,92.59200287,32.20509481,23.62499307,5.510837694,138.1873138,0.030846141,0.303170376,0.207849728,0.112879111,0,0,0,0,37.645,127.022,45.716,2.5348,5340.643555
32.5,26.2,47.88525391,88.33266449,33.14209911,24.61829353,4.904841602,137.816999,0.036374276,0.27799805,0.163870302,0.104853188,0,0,0,0,37.5507,127.135,35.038,0.5055,5340.645996
32.8,27.4,40.6288681,77.86376953,34.57245755,25.18896871,6.444602648,71.96585766,0.06298865,0.312421315,0.15563985,0.099646378,0,0,0,0,37.5102,127.042,54.6384,0.1457,5354.693848
32.7,27.9,51.4264183,87.23571014,32.35268221,25.97625506,6.11779362,175.8670449,0.074893393,0.299171632,0.170300312,0.077968771,0,0,0,0,37.5776,126.838,12.37,0.0985,5332.515625
32.4,27.3,43.24805069,74.65537262,33.74993602,25.86613177,5.945830435,74.6322763,0.098398008,0.338897805,0.167002184,0.068557281,0,0,0,0,37.4697,126.91,52.518,1.5629,5340.01123
33.9,27,46.16890335,82.39057922,32.78825869,25.05923039,5.974228144,132.518031,0.078516197,0.33676206,0.134220311,0.061309237,0,0,0,0,37.4967,126.826,50.9312,0.4125,5361.977051
31.7,24.8,45.88118744,76.10440826,32.60334712,24.53410664,6.575538297,86.03904343,0.053801065,0.31994261,0.12955199,0.064758418,0,0,0,0,37.4562,126.955,208.507,5.1782,5325.425781
33.7,26.6,39.68177414,77.60803986,34.72494923,25.55540238,5.223994344,58.08276963,0.041237023,0.291193492,0.209212607,0.123615276,0,0,0,0,37.5372,127.085,28.7,0.6233,5352.710938
31.9,25.5,39.35179138,73.39305878,34.39823826,25.37462929,7.097503901,23.94101528,0.079893846,0.326636038,0.165539125,0.077141631,0,0,0,0,37.5507,126.988,132.118,0.5931,5403.180176
34,27,38.11143112,80.50257111,35.20977657,24.94119104,5.194821854,56.07436824,0.038770493,0.305398435,0.258172673,0.130298617,0,0,0,0,37.5776,127.083,59.8324,2.6865,5336.178223
32.9,26.6,38.6979866,71.11685944,34.83740152,26.06587237,7.032693923,22.64581243,0.066674775,0.337151315,0.16510712,0.068165131,0,0,0,0,37.4967,126.927,30.968,0.618,5339.776367
32.7,27,39.82788467,69.38253784,34.7286061,26.33127192,7.693584303,25.82759666,0.071339838,0.335654209,0.213764983,0.054034153,0,0,0,0,37.5507,126.937,30.0464,0.8552,5355.958008
31.7,25.3,44.88039398,83.2600174,33.63994457,24.59445148,6.077795843,100.7944239,0.059628014,0.326674624,0.156058198,0.066466953,0,0,0,0,37.4697,126.995,82.2912,2.2579,5323.572754
31.9,24.6,49.9492836,88.7427597,33.15598517,23.93874144,4.606390158,130.9349458,0.046418522,0.314228188,0.203725848,0.111459975,0,0,0,0,37.6181,127.099,53.4712,0.697,5354.600098
32.2,26.4,45.40587997,81.68143463,33.6400587,24.66874188,6.334461093,116.6734475,0.057618269,0.311344014,0.148049121,0.082876735,0,0,0,0,37.4832,127.024,56.4448,1.2313,5339.032227
32.2,26.9,43.33684158,75.69664001,33.80520366,25.55672463,7.409142037,67.16737405,0.066497925,0.314455836,0.212466252,0.054609103,0,0,0,0,37.5776,126.938,75.0924,1.7678,5382.394043
33,26.3,54.81636429,91.94351959,31.79649863,23.40994744,6.330603838,127.7281699,0.041196181,0.316430627,0.170203362,0.098446322,0,0,0,0,37.6181,127.004,146.554,4.7296,5430.992188
32.6,27.1,37.86148834,74.57817841,35.59274051,25.92029182,6.123159717,13.35763884,0.053042456,0.32508243,0.163521279,0.134833103,0,0,0,0,37.5507,127.04,26.298,0.5721,5345.291992
33.3,27.3,45.00518417,81.55715942,33.64550847,25.02434641,4.787804713,102.9834634,0.049561621,0.267812517,0.217328393,0.09137852,0,0,0,0,37.5102,127.086,21.9668,0.1332,5335.196289
33.8,27.8,44.55344772,72.29466248,33.64671622,26.17550683,7.137583435,104.0137768,0.074997552,0.320028807,0.165495561,0.061947902,0,0,0,0,37.5372,126.891,15.5876,0.1554,5335.052246
34.1,27.9,41.2241745,71.01202393,34.27501229,26.16301655,7.218920887,66.48730485,0.07280795,0.335968781,0.176082801,0.063117062,0,0,0,0,37.5237,126.909,17.2956,0.2223,5332.208984
33.6,27.7,37.39812469,71.62013245,35.51005515,26.07805065,7.499491711,11.51654969,0.071953754,0.338744146,0.191472544,0.067020772,0,0,0,0,37.5237,126.97,19.5844,0.2713,5340.794922
30.7,23,48.80298233,86.82920837,33.2502817,25.50216644,6.949457506,136.15039,0.012881946,0.021654709,0.010002368,0.07126863,0,0,0,0,37.6046,126.991,212.335,2.785,5467.114258
33,24.1,42.10167694,82.59143829,36.39843488,27.19481014,5.678326865,78.81624989,0.024216651,0.011597639,0.02414097,0.0680162,0,0,0,0,37.6046,127.032,44.7624,0.5141,5328.680176
33.2,26.1,36.45587158,77.38829041,38.14053449,27.46350666,6.065783858,17.9631627,0.036956173,0.018336514,0.061851308,0.080507909,0,0,0,0,37.5776,127.058,33.3068,0.2661,5323.231445
34.4,26.3,52.52426529,95.37902069,34.12271745,24.81627675,4.840458656,144.0092715,0.010782087,0.027830837,0.025380232,0.062323846,0,0,0,0,37.645,127.022,45.716,2.5348,5314.910156
33.1,25.3,46.87578583,90.34785461,34.7354434,25.99921442,5.451462934,148.5873433,0.04832039,0.020948275,0.027503832,0.049572673,0,0,0,0,37.5507,127.135,35.038,0.5055,5314.76709
34.1,26.4,39.03815079,79.26216888,37.21342326,27.43364159,6.007701963,70.85234006,0.045080359,0.020630986,0.112362545,0.135608674,0,0,0,0,37.5102,127.042,54.6384,0.1457,5328.801758
35.7,26.7,49.05118179,90.6665802,33.8043492,25.95508445,4.542698294,155.5368285,0.006905721,0.029742437,0.000180805,0.050608302,0,0,0,0,37.5776,126.838,12.37,0.0985,5306.734863
33.8,26.1,39.81356049,78.17185974,35.95460935,27.50453755,6.747198661,77.52700345,0.046019802,0.031690547,0.020047035,0.043027947,0,0,0,0,37.4697,126.91,52.518,1.5629,5313.911621
34.8,26.6,44.27833557,91.92667389,34.45244763,26.33016861,5.355026941,128.0211779,0.02271139,0.03059981,0.012631077,0.036372582,0,0,0,0,37.4967,126.826,50.9312,0.4125,5336.263184
32.6,25.3,41.58289337,81.94677734,35.24029124,26.00170605,6.75976042,82.97997427,0.049609044,0.032623208,0.145798942,0.120106247,0,0,0,0,37.4562,126.955,208.507,5.1782,5297.417969
33.7,25.3,37.77087021,80.27617645,37.35302979,27.226408,5.611965229,60.14440751,0.046497105,0.019910193,0.087577566,0.065394483,0,0,0,0,37.5372,127.085,28.7,0.6233,5327.157715
34.5,24.2,37.03038788,75.9190979,36.25316732,27.20561935,6.892033398,24.59249286,0.024600774,0.020076851,0.060992738,0.087118638,0,0,0,0,37.5507,126.988,132.118,0.5931,5377.179199
34,26.4,38.27318954,80.39073944,36.86912038,26.65621975,5.760255078,63.41202009,0.041844369,0.016566849,0.023169462,0.08007539,0,0,0.034497843,0,37.5776,127.083,59.8324,2.6865,5310.041992
34.3,26.2,36.92306137,73.81317902,37.13613868,28.19712998,6.912122329,23.076244,0.03774373,0.036873341,0.022372502,0.067228753,0,0,0,0,37.4967,126.927,30.968,0.618,5313.929199
33.3,25.8,36.55496597,73.09035492,37.43865384,28.13741738,6.772226512,25.69761471,0.015464831,0.022137963,0.003635333,0.05876885,0,0,0,0,37.5507,126.937,30.0464,0.8552,5330.428223
32.6,23.9,43.14625549,85.06856537,36.20924872,26.39438772,6.127301276,96.2405839,0.044190594,0.023470744,0.151727131,0.13369139,0,0,0,0,37.4697,126.995,82.2912,2.2579,5296.883301
32.2,22.8,47.96609879,89.71221924,35.14151338,25.41632064,4.564992517,138.7251487,0.029305278,0.016096574,0.146945611,0.075734245,0,0,7.850113392,0,37.6181,127.099,53.4712,0.697,5328.76416
34.5,25.7,42.75160599,84.01171875,36.10975626,26.79761295,5.599340528,112.6958425,0.045421594,0.022784535,0.152685812,0.142942825,0,0,0,0,37.4832,127.024,56.4448,1.2313,5312.851563
33.6,25.8,39.90378189,78.22888947,35.88088701,26.93193101,6.307009627,66.32271079,0.011058445,0.02091041,0.001186934,0.068630617,0,0,0,0,37.5776,126.938,75.0924,1.7678,5356.83252
33.8,24.7,52.62958145,94.45533752,33.22629178,25.35135752,6.104894976,136.2809441,0.014172798,0.032071407,0.054138083,0.062960988,0,0,0,0,37.6181,127.004,146.554,4.7296,5405.867188
33.3,26.2,36.26491547,76.13321686,38.02874289,27.64712751,6.361714214,13.4136831,0.04183083,0.018470157,0.099644264,0.106463178,0,0,0,0,37.5507,127.04,26.298,0.5721,5319.623535
34.4,26.3,42.70891953,83.86753845,35.81867555,27.06605485,5.239397705,110.7713037,0.047613432,0.0205682,0.068284195,0.056651736,0,0,0,0,37.5102,127.086,21.9668,0.1332,5309.37207
34.8,26.9,43.40263748,76.11604309,35.18876486,27.91089958,6.257767469,99.00374842,0.019135526,0.026728399,1.96E-05,0.054023487,0,0,0,0,37.5372,126.891,15.5876,0.1554,5309.287109
34.7,26.9,40.30762863,74.04824066,36.04926575,28.31914295,6.731115043,65.28420997,0.025324469,0.0263195,0.000296094,0.046447389,0,0,0,0,37.5237,126.909,17.2956,0.2223,5306.366211
34.9,26.5,34.90303802,73.02433777,38.54225522,28.22263315,6.813731313,11.54769882,0.030693006,0.028732986,0.035903845,0.086405507,0,0,0,0,37.5237,126.97,19.5844,0.2713,5315.115723
32.6,25.4,66.68398285,90.56436157,32.19945017,26.62547248,7.104041557,91.36704731,0.431674299,0.511432122,0.190684434,0.156011943,0,0,0,0.000217606,37.6046,126.991,212.335,2.785,5441.393066
34.2,25.3,51.7673912,84.94765472,34.42175803,28.20214003,4.906242698,60.80567853,0.39792669,0.484871014,0.148488918,0.258421355,0,0,0,2.550401822,37.6046,127.032,44.7624,0.5141,5302.383301
35.6,27.3,49.7606163,80.76925659,36.02161407,28.63120716,5.271120499,65.6570153,0.401144847,0.481915393,0.181889181,0.339701466,0,0,0.00783014,16.65546921,37.5776,127.058,33.3068,0.2661,5296.95459
35.1,27.2,68.79837799,96.44419098,32.80735975,26.92403707,4.788063029,88.8538725,0.415329976,0.45599303,0.1324773,0.103490849,0,0,0,0.067118475,37.645,127.022,45.716,2.5348,5288.587402
34.6,26.1,58.46576309,90.84770203,33.95610885,27.66627616,5.220690687,122.2149649,0.387787914,0.439484893,0.350257655,0.151206366,0,0,0.921687223,14.78193317,37.5507,127.135,35.038,0.5055,5288.306641
35.9,27.8,55.00482559,82.0507431,33.93318256,28.73976454,5.746047427,97.98972329,0.398945076,0.461292182,0.235530264,0.236310499,0,0,3.633710116,1.936591307,37.5102,127.042,54.6384,0.1457,5302.327637
34.6,28.2,65.65610504,88.59905243,32.27902694,28.56898686,5.136490663,119.2180106,0.473415968,0.600010779,0.164746077,0.130786313,0,0,0,0,37.5776,126.838,12.37,0.0985,5280.373535
35.2,27.8,57.87718964,79.61774445,34.35978009,28.90000981,6.218282511,90.30613037,0.374098842,0.492572938,0.178051258,0.16945333,0,0,3.171874414,0,37.4697,126.91,52.518,1.5629,5287.229492
35.9,27.8,63.67869949,88.21479797,32.97753584,28.26201893,5.740849227,96.45548725,0.426318161,0.589534915,0.149633723,0.174917197,0,0,0.003408534,0,37.4967,126.826,50.9312,0.4125,5309.967773
35.4,24.6,53.78395462,83.64817047,33.13741984,27.34475653,6.387427201,70.68359955,0.380566085,0.45045866,0.188549961,0.135189344,0,0,0.265566178,0,37.4562,126.955,208.507,5.1782,5268.813477
36.1,26.8,50.58635712,82.21855164,35.21530137,28.74033579,5.407524218,79.43887067,0.391203374,0.449559325,0.27556774,0.234775138,0,0,0.122638762,1.516142132,37.5372,127.085,28.7,0.6233,5301.025391
35,26.6,45.51192093,79.55049133,34.81710571,28.52037992,6.551393876,30.47424269,0.424508084,0.511985085,0.174650077,0.145296907,0,0,0,0.31717966,37.5507,126.988,132.118,0.5931,5350.594238
35.4,28.4,47.40106201,76.66676331,34.71618518,29.56464717,6.600016445,44.65750098,0.402488915,0.54035985,0.168683545,0.155208748,0,0,0.804841389,0,37.4967,126.927,30.968,0.618,5287.500977
35.8,28.1,50.17429352,77.94779968,34.81428955,29.60448023,6.775803745,25.42253757,0.436426398,0.536623292,0.171420287,0.13824922,0,0,0.0461566,0,37.5507,126.937,30.0464,0.8552,5304.320313
34,25.3,59.44178009,87.80998993,33.67927796,27.86448451,6.237571836,82.37233321,0.358149829,0.4625506,0.17742795,0.127188077,0,0,0.056191817,0.001104895,37.4697,126.995,82.2912,2.2579,5269.60498
34.1,24.2,59.19948196,90.4105835,33.86095761,27.35037636,4.677666008,101.870698,0.43370209,0.447580306,0.240701974,0.267413118,0,0,0.038121248,5.069654204,37.6181,127.099,53.4712,0.697,5302.347168
35.8,27.4,59.94298553,85.49533081,33.77574083,28.20848784,5.886795839,100.0683128,0.351032893,0.440659746,0.248632936,0.178346185,0,0,1.982509931,0.181969007,37.4832,127.024,56.4448,1.2313,5286.085938
34,27,56.06576157,82.50659943,33.91100541,28.67632925,6.522390256,48.59468603,0.43557483,0.563214746,0.211567183,0.124023531,0,0,0,0,37.5776,126.938,75.0924,1.7678,5330.692383
34.9,26.8,70.30412292,95.67967224,32.3993604,26.53000773,6.030272295,87.21272278,0.432617451,0.464264661,0.173877585,0.117963394,0,0,0,0.01073324,37.6181,127.004,146.554,4.7296,5380.158691
35.8,28,49.76651382,79.35775757,35.92989589,28.97217631,5.668998152,68.67115098,0.405949362,0.498483306,0.23579559,0.215083459,0,0,0.157778134,11.07151415,37.5507,127.04,26.298,0.5721,5293.375
35.7,27.8,57.75185394,84.85132599,33.94786627,28.56976656,5.228653838,100.7525554,0.36437506,0.437943356,0.218703292,0.225137248,0,0,0.435291529,0.004653101,37.5102,127.086,21.9668,0.1332,5282.966309
36.2,29,60.86958694,80.51999664,33.55167594,29.52761224,6.14302206,75.02706782,0.436165859,0.5820219,0.197627371,0.156806896,0,0,0,0,37.5372,126.891,15.5876,0.1554,5282.941406
36,29,51.88777924,76.15629578,33.9845909,29.61934244,6.335316489,59.39863062,0.417644904,0.574959295,0.179316687,0.155790474,0,0,0.170021092,0,37.5237,126.909,17.2956,0.2223,5279.942383
36.4,28.4,45.36660767,76.16748047,35.70287269,29.52025878,6.707852344,12.90007957,0.433080054,0.530370494,0.196945033,0.169585265,0,0,0.009255118,0.012723039,37.5237,126.97,19.5844,0.2713,5288.856445
29.3,24.8,57.86719131,92.5300827,31.76156835,24.32478293,6.784948071,111.550152,0.047721784,0.049974883,0.022361247,0.11706278,0,0,0,0,37.6046,126.991,212.335,2.785,5415.057617
31.5,26.3,47.13848114,83.63581848,34.08940411,25.69182022,6.760727177,78.07491851,0.067625908,0.071215257,0.023964346,0.10550712,0,0,0,0,37.6046,127.032,44.7624,0.5141,5275.48584
32.3,26.9,40.41962814,79.77261353,35.8186791,26.0503433,6.947975308,17.33669494,0.079802817,0.074350588,0.007731865,0.132921779,0,0,0,0,37.5776,127.058,33.3068,0.2661,5270.064941
32.6,27.3,60.75721359,94.71134186,31.74007407,24.50341916,6.615194216,123.2913503,0.03635908,0.060197782,0.082904254,0.081341453,0,0,0,0,37.645,127.022,45.716,2.5348,5261.443359
32.5,27.3,48.52616882,91.2075882,34.13273957,25.45001463,5.85594669,155.7115199,0.105718403,0.093748731,0.018463882,0.11219469,0,0,0,0,37.5507,127.135,35.038,0.5055,5261.231445
33.5,27.9,47.19240952,83.3105011,34.96330237,26.34262811,6.517422209,74.5757548,0.048576479,0.080232272,0.008925315,0.085310428,0,0,0,0,37.5102,127.042,54.6384,0.1457,5275.238281
33,26.9,65.09237671,92.55162048,31.48872115,24.8670956,5.967236499,159.6325251,0.05206156,0.109858759,0.035324238,0.111758855,0,0,0,0,37.5776,126.838,12.37,0.0985,5253.399414
32.7,28.7,54.9306488,87.45001221,33.65535861,25.50414768,5.943002701,72.13769237,0.061059185,0.078744142,0.018052137,0.154799691,0,0,0,0,37.4697,126.91,52.518,1.5629,5259.929688
33.9,26.8,57.13762665,93.31461334,32.67770152,24.52442857,6.054389387,129.9398283,0.049509223,0.04935235,0.043379031,0.091763066,0,0,0,0,37.4967,126.826,50.9312,0.4125,5283.059082
32.2,25.7,55.69284439,89.55453491,32.21031983,24.62444588,6.334370573,76.73210994,0.048328342,0.078003028,0.025024873,0.103816386,0,0,0,0,37.4562,126.955,208.507,5.1782,5239.571777
32.9,27.1,42.69827271,82.4670105,36.36684805,26.30327096,6.322275221,65.21028598,0.074082679,0.072660443,0.006601009,0.105915817,0,0,0,0,37.5372,127.085,28.7,0.6233,5274.280762
33.2,25.8,45.50004959,78.2353363,35.21267209,26.13559193,6.633460522,23.94628429,0.089098526,0.097234637,0.010676125,0.119252387,0,0,0,0,37.5507,126.988,132.118,0.5931,5323.390137
33.1,27.5,40.98320389,83.89932251,35.53441566,25.51057808,6.663215895,62.16252891,0.101571611,0.083681965,0.012815732,0.135959349,0,0,0,0,37.5776,127.083,59.8324,2.6865,5255.987793
33.1,27.6,47.36038971,84.59815979,35.33779464,26.04974108,6.099276195,21.82404284,0.03641061,0.090011759,0.011742638,0.147604483,0,0,0,0,37.4967,126.927,30.968,0.618,5260.458496
32.7,26.2,46.78286362,82.34037018,34.18031176,26.07602739,6.161724557,23.8943547,0.085541727,0.116338073,0.013862099,0.149385754,0,0,0,0,37.5507,126.937,30.0464,0.8552,5277.600586
31,24.7,52.81014633,86.20684052,32.83762972,25.71085759,6.580249399,97.31669438,0.02534807,0.10056932,0.021661923,0.064464803,0,0,0,0,37.4697,126.995,82.2912,2.2579,5241.705566
32,25.4,47.93525314,88.85046387,33.49058717,24.91342447,5.772778084,154.2582114,0.079166366,0.085846616,0.015662201,0.082125342,0,0,0,0,37.6181,127.099,53.4712,0.697,5275.314941
33.6,25.9,52.95447922,86.75091553,32.86646664,26.07003722,6.402359188,116.2068002,0.020396131,0.102575704,0.019292987,0.079995482,0,0,0,0,37.4832,127.024,56.4448,1.2313,5258.703613
32.5,25.2,49.4151001,87.2883606,33.35396302,25.21258784,5.949886501,59.66488576,0.044414475,0.086253213,0.01195188,0.133321064,0,0,0,0,37.5776,126.938,75.0924,1.7678,5303.9375
32.4,26.4,60.76617813,95.6234436,31.50387935,24.16211497,7.161099424,112.2583118,0.037180213,0.056012378,0.061086522,0.089594215,0,0,0,0,37.6181,127.004,146.554,4.7296,5353.847168
32.3,26.1,42.46920013,79.83841705,36.46438218,26.40978145,6.741661946,14.21416553,0.1031086,0.064389221,0.007085908,0.126719503,0,0,0,0,37.5507,127.04,26.298,0.5721,5266.51416
32.7,27.8,49.59324646,88.22641754,34.36141916,26.1770831,6.384508282,119.9637206,0.021346661,0.081096024,0.008140026,0.078676265,0,0,0,0,37.5102,127.086,21.9668,0.1332,5255.947266
33.3,28.9,56.15725708,90.59767151,32.92658116,25.37015774,6.052317848,94.74493448,0.068750073,0.08155881,0.017269804,0.142185705,0,0,0,0,37.5372,126.891,15.5876,0.1554,5255.983398
34,27.1,50.17311478,87.71564484,34.02535418,25.75758476,6.073042214,62.14504401,0.051713698,0.081372106,0.015641557,0.15686984,0,0,0,0,37.5237,126.909,17.2956,0.2223,5252.905273
33.8,27,44.26376343,78.45104218,35.68975292,26.80027323,6.419256002,11.67619129,0.061682844,0.124780867,0.010077007,0.138816797,0,0,0,0,37.5237,126.97,19.5844,0.2713,5261.985352
30.8,23.9,74.20458984,91.7940979,27.35353749,24.04660044,4.718111753,53.31374537,0.226570236,0.332631018,0.59727007,0.458904171,0,0,0,0,37.6046,126.991,212.335,2.785,5388.140137
33.3,25.2,61.86048889,88.29633331,29.76883608,25.32626524,4.989359786,45.22888152,0.255452712,0.367724472,0.490996169,0.467349088,0,0,0,0,37.6046,127.032,44.7624,0.5141,5247.996582
34.2,26.8,56.27677536,83.07128906,30.74092764,26.25085283,5.176954587,11.37341956,0.280840366,0.388170952,0.55152601,0.483175731,0,0,0,0,37.5776,127.058,33.3068,0.2661,5242.594238
33.7,26.6,75.53786469,96.28679657,28.70800403,24.3994546,4.667452365,67.81835896,0.232325671,0.350428671,0.500782106,0.426094752,0,0,0,0,37.645,127.022,45.716,2.5348,5233.789063
33.7,26.5,67.55757141,90.72917938,29.25227434,25.2757533,4.784200291,87.64067618,0.248363905,0.330641232,0.531292633,0.46663459,0,0,0,0,37.5507,127.135,35.038,0.5055,5233.574219
34.8,27.3,62.59459305,86.9176712,29.67353316,25.75318812,5.162729621,49.11558962,0.288694455,0.353190267,0.528185205,0.458849256,0,0,0,0,37.5102,127.042,54.6384,0.1457,5247.566406
33.2,25.9,76.42969513,91.28652191,28.46791676,25.9918362,4.455505957,94.7452081,0.322054134,0.407554285,0.529594896,0.454383438,0,0,0,0,37.5776,126.838,12.37,0.0985,5225.844238
33.2,25.5,67.7564621,89.19477081,28.82202674,25.51836721,4.994765004,40.2692428,0.301080826,0.345115115,0.541777093,0.421937409,0,0,0,0,37.4697,126.91,52.518,1.5629,5232.047852
33.6,25.3,71.44671631,94.69792938,28.53124639,25.14684701,4.435241113,61.7754695,0.296925826,0.379123036,0.521877578,0.441771105,0,0,0,0,37.4967,126.826,50.9312,0.4125,5255.568848
31.4,24,69.68460846,89.4732666,27.71515429,24.57994043,5.198703448,42.56400478,0.260951551,0.356086904,0.553337146,0.433153169,0,0,0,0,37.4562,126.955,208.507,5.1782,5209.735352
34.1,27,60.13877106,87.64456177,30.19618897,25.73833363,5.339700331,43.23353283,0.2563052,0.362741555,0.538446257,0.462173694,0,0,0,0,37.5372,127.085,28.7,0.6233,5246.957031
33.2,25,56.82934952,82.50423431,29.30674779,25.9067852,5.197958887,15.46216075,0.273662251,0.370080725,0.544351602,0.475485316,0,0,0,0,37.5507,126.988,132.118,0.5931,5295.601074
34.6,27.4,57.8172226,86.43183899,30.29720185,25.68842094,5.025172472,35.398236,0.261257044,0.360495511,0.578350141,0.474260171,0,0,0,0,37.5776,127.083,59.8324,2.6865,5228.069824
33.5,26.5,62.5167923,86.03268433,29.49962396,26.13809898,5.264028907,15.01206422,0.28789913,0.358963856,0.537802479,0.439529779,0,0,0,0,37.4967,126.927,30.968,0.618,5232.834961
33.2,25.9,59.5494194,84.49146271,29.97522747,26.36193434,5.152056615,15.88873529,0.26833389,0.370396367,0.549490341,0.471170066,0,0,0,0,37.5507,126.937,30.0464,0.8552,5250.300781
32.1,24.6,66.76651764,86.20620728,28.79084067,25.55124378,4.75221025,56.24486907,0.259147012,0.34844234,0.549090341,0.432016131,0,0,0,0,37.4697,126.995,82.2912,2.2579,5213.21875
33.2,24.5,63.86655045,90.75422668,29.64954247,24.6141625,4.474586507,71.55707538,0.231150241,0.353842661,0.598558412,0.503376905,0,0,0,0,37.6181,127.099,53.4712,0.697,5247.696289
34,25.8,66.68499756,87.41062927,29.05628025,25.53179723,4.844627539,69.22484748,0.285168099,0.350854049,0.526973027,0.445884275,0,0,0,0,37.4832,127.024,56.4448,1.2313,5230.736816
33.8,25,64.36248779,86.99878693,29.26865836,25.88802734,4.737139096,35.12223812,0.252158724,0.381537461,0.54065522,0.457066393,0,0,0,0,37.5776,126.938,75.0924,1.7678,5276.602539
33.5,25.5,77.5026474,95.08096313,27.76751325,23.9039291,4.824484358,55.50927627,0.242723682,0.331949119,0.567809785,0.449928706,0,0,0,0,37.6181,127.004,146.554,4.7296,5326.949707
34.4,26.9,56.04098511,83.24001312,30.52508537,26.42930327,5.271632185,10.64187833,0.268775478,0.360917835,0.531208738,0.470815825,0,0,0,0,37.5507,127.04,26.298,0.5721,5239.072266
34.1,27,64.20562744,89.03997803,29.51560244,25.56747834,5.170483331,76.27660592,0.27271528,0.356507071,0.497332439,0.451052447,0,0,0,0,37.5102,127.086,21.9668,0.1332,5228.34668
34.1,26.9,67.29653168,89.78030396,28.98154094,25.97985687,4.882572333,61.44263633,0.30816444,0.382838866,0.563556336,0.460371607,0,0,0,0,37.5372,126.891,15.5876,0.1554,5228.443848
34.5,26.9,64.07609558,88.16252899,29.27818399,26.05412135,5.008460879,42.97104764,0.303694639,0.372664465,0.554037286,0.454646952,0,0,0,0,37.5237,126.909,17.2956,0.2223,5225.286621
33.9,27.3,56.13059235,82.29385376,30.20174834,26.61498364,5.327701757,8.442161421,0.294937284,0.368945373,0.540370184,0.464666012,0,0,0,0,37.5237,126.97,19.5844,0.2713,5234.533203
27.9,22.6,54.1163826,83.7817688,30.72853203,23.28411956,8.445366353,114.5605102,0.231280838,0.164754839,0.210047627,0.410844231,0,0,0,0,37.6046,126.991,212.335,2.785,5360.637207
30,23.7,48.39290237,79.30343628,32.71557839,25.08103047,6.668154816,66.52194254,0.264752074,0.170788582,0.236765973,0.428140036,0,0,0,0,37.6046,127.032,44.7624,0.5141,5219.932129
30.7,25.7,44.15481567,77.0426178,33.82781897,25.46399795,7.105917335,14.92624334,0.27921178,0.175209242,0.236160805,0.450011176,0,0,0,0,37.5776,127.058,33.3068,0.2661,5214.541016
31.4,25.9,58.32501602,91.45175171,31.02289043,23.4961764,5.686504771,118.7211244,0.216336172,0.146836945,0.224452732,0.4222845,0,0,0,0,37.645,127.022,45.716,2.5348,5205.58252
30.9,24.4,55.37575912,87.67533875,31.75160314,24.33648532,6.686446528,121.3670772,0.311877802,0.204674186,0.233175176,0.47786059,0,0,0,0,37.5507,127.135,35.038,0.5055,5205.333984
30.9,26.2,47.50589371,80.9781189,32.8575146,25.40644215,7.407358527,65.21742868,0.315290176,0.17990049,0.251099873,0.466222752,0,0,0,0,37.5102,127.042,54.6384,0.1457,5219.310059
30.3,25.8,51.62962341,86.5874939,31.92581187,24.23318668,5.012152473,135.3433822,0.205266599,0.175443005,0.255067715,0.455993312,0,0,0,0,37.5776,126.838,12.37,0.0985,5197.706055
31.3,25,44.69828033,80.21976471,33.07001953,25.55491207,7.274752279,65.17257277,0.334017574,0.187213678,0.258560809,0.497486608,0,0,0,0,37.4697,126.91,52.518,1.5629,5203.581055
31.8,25.2,49.28588104,81.3248291,32.34383423,25.00900449,5.55079634,100.7775535,0.29111432,0.173967508,0.351489266,0.654318435,0,0,0,0.09335418,37.4967,126.826,50.9312,0.4125,5227.494629
29.4,22.9,49.64295959,85.6593399,31.34311438,23.80917116,7.832208633,69.94138281,0.326395425,0.17573472,0.263069643,0.492500759,0,0,0,0,37.4562,126.955,208.507,5.1782,5179.303223
